,abilities,attack,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
319,"['Water Veil', 'Oblivious', 'Pressure']",70,400,125,Ball Whale Pok̩mon,35,1640000,2.0,130,Wailmer,50.0,320,70,35,60,water,,130.0,3,0
320,"['Water Veil', 'Oblivious', 'Pressure']",90,500,60,Float Whale Pok̩mon,45,1640000,14.5,170,Wailord,50.0,321,90,45,60,water,,398.0,3,0
321,"['Oblivious', 'Simple', 'Own Tempo']",60,305,255,Numb Pok̩mon,40,1000000,0.7,60,Numel,50.0,322,65,45,35,fire,ground,24.0,3,0
322,"['Magma Armor', 'Solid Rock', 'Anger Point']",120,560,150,Eruption Pok̩mon,100,1000000,1.9,70,Camerupt,50.0,323,145,105,20,fire,ground,220.0,3,0
323,"['White Smoke', 'Drought', 'Shell Armor']",85,470,90,Coal Pok̩mon,140,1000000,0.5,70,Torkoal,50.0,324,85,70,20,fire,,80.4,3,0
324,"['Thick Fat', 'Own Tempo', 'Gluttony']",25,330,255,Bounce Pok̩mon,35,800000,0.7,60,Spoink,50.0,325,70,80,60,psychic,,30.6,3,0
325,"['Thick Fat', 'Own Tempo', 'Gluttony']",45,470,60,Manipulate Pok̩mon,65,800000,0.9,80,Grumpig,50.0,326,90,110,80,psychic,,71.5,3,0
326,"['Own Tempo', 'Tangled Feet', 'Contrary']",60,360,255,Spot Panda Pok̩mon,60,800000,1.1,60,Spinda,50.0,327,60,60,60,normal,,5.0,3,0
327,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",100,290,255,Ant Pit Pok̩mon,45,1059860,0.7,45,Trapinch,50.0,328,45,45,10,ground,,15.0,3,0
328,['Levitate'],70,340,120,Vibration Pok̩mon,50,1059860,1.1,50,Vibrava,50.0,329,50,50,70,ground,dragon,15.3,3,0
329,['Levitate'],100,520,45,Mystic Pok̩mon,80,1059860,2.0,80,Flygon,50.0,330,80,80,100,ground,dragon,82.0,3,0
330,"['Sand Veil', 'Water Absorb']",85,335,190,Cactus Pok̩mon,40,1059860,0.4,50,Cacnea,50.0,331,85,40,35,grass,,51.3,3,0
331,"['Sand Veil', 'Water Absorb']",115,475,60,Scarecrow Pok̩mon,60,1059860,1.3,70,Cacturne,50.0,332,115,60,55,grass,dark,77.4,3,0
332,"['Natural Cure', 'Cloud Nine']",40,310,255,Cotton Bird Pok̩mon,60,600000,0.4,45,Swablu,50.0,333,40,75,50,normal,flying,1.2,3,0
333,"['Natural Cure', 'Cloud Nine']",110,590,45,Humming Pok̩mon,110,600000,1.1,75,Altaria,50.0,334,110,105,80,dragon,flying,20.6,3,0
334,"['Immunity', 'Toxic Boost']",115,458,90,Cat Ferret Pok̩mon,60,600000,1.3,73,Zangoose,50.0,335,60,60,90,normal,,40.3,3,0
335,"['Shed Skin', 'Infiltrator']",100,458,90,Fang Snake Pok̩mon,60,1640000,2.7,73,Seviper,50.0,336,100,60,65,poison,,52.5,3,0
336,['Levitate'],55,460,45,Meteorite Pok̩mon,65,800000,1.0,90,Lunatone,,337,95,85,70,rock,psychic,168.0,3,0
337,['Levitate'],95,460,45,Meteorite Pok̩mon,85,800000,1.2,90,Solrock,,338,55,65,70,rock,psychic,154.0,3,0
338,"['Oblivious', 'Anticipation', 'Hydration']",48,288,190,Whiskers Pok̩mon,43,1000000,0.4,50,Barboach,50.0,339,46,41,60,water,ground,1.9,3,0
339,"['Oblivious', 'Anticipation', 'Hydration']",78,468,75,Whiskers Pok̩mon,73,1000000,0.9,110,Whiscash,50.0,340,76,71,60,water,ground,23.6,3,0
340,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",80,308,205,Ruffian Pok̩mon,65,1640000,0.6,43,Corphish,50.0,341,50,35,35,water,,11.5,3,0
341,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",120,468,155,Rogue Pok̩mon,85,1640000,1.1,63,Crawdaunt,50.0,342,90,55,55,water,dark,32.8,3,0
342,['Levitate'],40,300,255,Clay Doll Pok̩mon,55,1000000,0.5,40,Baltoy,,343,40,70,55,ground,psychic,21.5,3,0
343,['Levitate'],70,500,90,Clay Doll Pok̩mon,105,1000000,1.5,60,Claydol,,344,70,120,75,ground,psychic,108.0,3,0
344,"['Suction Cups', 'Storm Drain']",41,355,45,Sea Lily Pok̩mon,77,600000,1.0,66,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0
345,"['Suction Cups', 'Storm Drain']",81,495,45,Barnacle Pok̩mon,97,600000,1.5,86,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0
346,"['Battle Armor', 'Swift Swim']",95,355,45,Old Shrimp Pok̩mon,50,600000,0.7,45,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0
347,"['Battle Armor', 'Swift Swim']",125,495,45,Plate Pok̩mon,100,600000,1.5,75,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0
348,"['Swift Swim', 'Oblivious', 'Adaptability']",15,200,255,Fish Pok̩mon,20,600000,0.6,20,Feebas,50.0,349,10,55,80,water,,7.4,3,0
349,"['Marvel Scale', 'Competitive', 'Cute Charm']",60,540,60,Tender Pok̩mon,79,600000,6.2,95,Milotic,50.0,350,100,125,81,water,,162.0,3,0
350,['Forecast'],70,420,45,Weather Pok̩mon,70,1000000,0.3,70,Castform,50.0,351,70,70,70,normal,,0.8,3,0
351,"['Color Change', 'Protean']",90,440,200,Color Swap Pok̩mon,70,1059860,1.0,60,Kecleon,50.0,352,60,120,40,normal,,22.0,3,0
352,"['Insomnia', 'Frisk', 'Cursed Body']",75,295,225,Puppet Pok̩mon,35,800000,0.6,44,Shuppet,50.0,353,63,33,45,ghost,,2.3,3,0
353,"['Insomnia', 'Frisk', 'Cursed Body']",165,555,45,Marionette Pok̩mon,75,800000,1.1,64,Banette,50.0,354,93,83,75,ghost,,12.5,3,0
354,"['Levitate', 'Frisk']",40,295,190,Requiem Pok̩mon,90,800000,0.8,20,Duskull,50.0,355,30,90,25,ghost,,15.0,3,0
355,"['Pressure', 'Frisk']",70,455,90,Beckon Pok̩mon,130,800000,1.6,40,Dusclops,50.0,356,60,130,25,ghost,,30.6,3,0
356,"['Chlorophyll', 'Solar Power', 'Harvest']",68,460,200,Fruit Pok̩mon,83,1250000,2.0,99,Tropius,50.0,357,72,87,51,grass,flying,100.0,3,0
357,['Levitate'],50,455,45,Wind Chime Pok̩mon,80,800000,0.6,75,Chimecho,50.0,358,95,90,65,psychic,,1.0,3,0
358,"['Pressure', 'Super Luck', 'Justified']",150,565,30,Disaster Pok̩mon,60,1059860,1.2,65,Absol,50.0,359,115,60,115,dark,,47.0,3,0
359,"['Shadow Tag', 'Telepathy']",23,260,125,Bright Pok̩mon,48,1000000,0.6,95,Wynaut,50.0,360,23,48,23,psychic,,14.0,3,0
360,"['Inner Focus', 'Ice Body', 'Moody']",50,300,190,Snow Hat Pok̩mon,50,1000000,0.7,50,Snorunt,50.0,361,50,50,50,ice,,16.8,3,0
361,"['Inner Focus', 'Ice Body', 'Moody']",120,580,75,Face Pok̩mon,80,1000000,1.5,80,Glalie,50.0,362,120,80,100,ice,,256.5,3,0
362,"['Thick Fat', 'Ice Body', 'Oblivious']",40,290,255,Clap Pok̩mon,50,1059860,0.8,70,Spheal,50.0,363,55,50,25,ice,water,39.5,3,0
363,"['Thick Fat', 'Ice Body', 'Oblivious']",60,410,120,Ball Roll Pok̩mon,70,1059860,1.1,90,Sealeo,50.0,364,75,70,45,ice,water,87.6,3,0
364,"['Thick Fat', 'Ice Body', 'Oblivious']",80,530,45,Ice Break Pok̩mon,90,1059860,1.4,110,Walrein,50.0,365,95,90,65,ice,water,150.6,3,0
365,"['Shell Armor', 'Rattled']",64,345,255,Bivalve Pok̩mon,85,600000,0.4,35,Clamperl,50.0,366,74,55,32,water,,52.5,3,0
366,"['Swift Swim', 'Water Veil']",104,485,60,Deep Sea Pok̩mon,105,600000,1.7,55,Huntail,50.0,367,94,75,52,water,,27.0,3,0
367,"['Swift Swim', 'Hydration']",84,485,60,South Sea Pok̩mon,105,600000,1.8,55,Gorebyss,50.0,368,114,75,52,water,,22.6,3,0
368,"['Swift Swim', 'Rock Head', 'Sturdy']",90,485,25,Longevity Pok̩mon,130,1250000,1.0,100,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0
369,"['Swift Swim', 'Hydration']",30,330,225,Rendezvous Pok̩mon,55,800000,0.6,43,Luvdisc,24.6,370,40,65,97,water,,8.7,3,0
370,"['Rock Head', 'Sheer Force']",75,300,45,Rock Head Pok̩mon,60,1250000,0.6,45,Bagon,50.0,371,40,30,50,dragon,,42.1,3,0
371,"['Rock Head', 'Overcoat']",95,420,45,Endurance Pok̩mon,100,1250000,1.1,65,Shelgon,50.0,372,60,50,50,dragon,,110.5,3,0
372,"['Intimidate', 'Moxie']",145,700,45,Dragon Pok̩mon,130,1250000,1.5,95,Salamence,50.0,373,120,90,120,dragon,flying,102.6,3,0
373,"['Clear Body', 'Light Metal']",55,300,3,Iron Ball Pok̩mon,80,1250000,0.6,40,Beldum,,374,35,60,30,steel,psychic,95.2,3,0
374,"['Clear Body', 'Light Metal']",75,420,3,Iron Claw Pok̩mon,100,1250000,1.2,60,Metang,,375,55,80,50,steel,psychic,202.5,3,0
375,"['Clear Body', 'Light Metal']",145,700,3,Iron Leg Pok̩mon,150,1250000,1.6,80,Metagross,,376,105,110,110,steel,psychic,550.0,3,0
376,"['Clear Body', 'Sturdy']",100,580,3,Rock Peak Pok̩mon,200,1250000,1.7,80,Regirock,,377,50,100,50,rock,,230.0,3,1
377,"['Clear Body', 'Ice Body']",50,580,3,Iceberg Pok̩mon,100,1250000,1.8,80,Regice,,378,100,200,50,ice,,175.0,3,1
378,"['Clear Body', 'Light Metal']",75,580,3,Iron Pok̩mon,150,1250000,1.9,80,Registeel,,379,75,150,50,steel,,205.0,3,1
379,['Levitate'],100,700,3,Eon Pok̩mon,120,1250000,1.4,80,Latias,0.0,380,140,150,110,dragon,psychic,40.0,3,1
380,['Levitate'],130,700,3,Eon Pok̩mon,100,1250000,2.0,80,Latios,100.0,381,160,120,110,dragon,psychic,60.0,3,1
381,['Drizzle'],150,770,3,Sea Basin Pok̩mon,90,1250000,4.5,100,Kyogre,,382,180,160,90,water,,352.0,3,1
382,['Drought'],180,770,3,Continent Pok̩mon,160,1250000,3.5,100,Groudon,,383,150,90,90,ground,,950.0,3,1
383,['Air Lock'],180,780,45,Sky High Pok̩mon,100,1250000,7.0,105,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1
384,['Serene Grace'],100,600,3,Wish Pok̩mon,100,1250000,0.3,100,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1
385,['Pressure'],95,600,3,DNA Pok̩mon,90,1250000,1.7,50,Deoxys,,386,95,90,180,psychic,,60.8,3,1
386,"['Overgrow', 'Shell Armor']",68,318,45,Tiny Leaf Pok̩mon,64,1059860,0.4,55,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0
387,"['Overgrow', 'Shell Armor']",89,405,45,Grove Pok̩mon,85,1059860,1.1,75,Grotle,88.1,388,55,65,36,grass,,97.0,4,0
388,"['Overgrow', 'Shell Armor']",109,525,45,Continent Pok̩mon,105,1059860,2.2,95,Torterra,88.1,389,75,85,56,grass,ground,310.0,4,0
389,"['Blaze', 'Iron Fist']",58,309,45,Chimp Pok̩mon,44,1059860,0.5,44,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0
390,"['Blaze', 'Iron Fist']",78,405,45,Playful Pok̩mon,52,1059860,0.9,64,Monferno,88.1,391,78,52,81,fire,fighting,22.0,4,0
391,"['Blaze', 'Iron Fist']",104,534,45,Flame Pok̩mon,71,1059860,1.2,76,Infernape,88.1,392,104,71,108,fire,fighting,55.0,4,0
392,"['Torrent', 'Defiant']",51,314,45,Penguin Pok̩mon,53,1059860,0.4,53,Piplup,88.1,393,61,56,40,water,,5.2,4,0
393,"['Torrent', 'Defiant']",66,405,45,Penguin Pok̩mon,68,1059860,0.8,64,Prinplup,88.1,394,81,76,50,water,,23.0,4,0
394,"['Torrent', 'Defiant']",86,530,45,Emperor Pok̩mon,88,1059860,1.7,84,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0
395,"['Keen Eye', 'Reckless']",55,245,255,Starling Pok̩mon,30,1059860,0.3,40,Starly,50.0,396,30,30,60,normal,flying,2.0,4,0
396,"['Intimidate', 'Reckless']",75,340,120,Starling Pok̩mon,50,1059860,0.6,55,Staravia,50.0,397,40,40,80,normal,flying,15.5,4,0
397,"['Intimidate', 'Reckless']",120,485,45,Predator Pok̩mon,70,1059860,1.2,85,Staraptor,50.0,398,50,60,100,normal,flying,24.9,4,0
398,"['Simple', 'Unaware', 'Moody']",45,250,255,Plump Mouse Pok̩mon,40,1000000,0.5,59,Bidoof,50.0,399,35,40,31,normal,,20.0,4,0
399,"['Simple', 'Unaware', 'Moody']",85,410,127,Beaver Pok̩mon,60,1000000,1.0,79,Bibarel,50.0,400,55,60,71,normal,water,31.5,4,0
400,"['Shed Skin', 'Run Away']",25,194,255,Cricket Pok̩mon,41,1059860,0.3,37,Kricketot,50.0,401,25,41,25,bug,,2.2,4,0
401,"['Swarm', 'Technician']",85,384,45,Cricket Pok̩mon,51,1059860,1.0,77,Kricketune,50.0,402,55,51,65,bug,,25.5,4,0
402,"['Rivalry', 'Intimidate', 'Guts']",65,263,235,Flash Pok̩mon,34,1059860,0.5,45,Shinx,50.0,403,40,34,45,electric,,9.5,4,0
403,"['Rivalry', 'Intimidate', 'Guts']",85,363,120,Spark Pok̩mon,49,1059860,0.9,60,Luxio,50.0,404,60,49,60,electric,,30.5,4,0
404,"['Rivalry', 'Intimidate', 'Guts']",120,523,45,Gleam Eyes Pok̩mon,79,1059860,1.4,80,Luxray,50.0,405,95,79,70,electric,,42.0,4,0
405,"['Natural Cure', 'Poison Point', 'Leaf Guard']",30,280,255,Bud Pok̩mon,35,1059860,0.2,40,Budew,50.0,406,50,70,55,grass,poison,1.2,4,0
406,"['Natural Cure', 'Poison Point', 'Technician']",70,515,75,Bouquet Pok̩mon,65,1059860,0.9,60,Roserade,50.0,407,125,105,90,grass,poison,14.5,4,0
407,"['Mold Breaker', 'Sheer Force']",125,350,45,Head Butt Pok̩mon,40,600000,0.9,67,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0
408,"['Mold Breaker', 'Sheer Force']",165,495,45,Head Butt Pok̩mon,60,600000,1.6,97,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0
409,"['Sturdy', 'Soundproof']",42,350,45,Shield Pok̩mon,118,600000,0.5,30,Shieldon,88.1,410,42,88,30,rock,steel,57.0,4,0
410,"['Sturdy', 'Soundproof']",52,495,45,Shield Pok̩mon,168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0
411,"['Shed Skin', 'Overcoat']",29,224,120,Bagworm Pok̩mon,45,1000000,0.2,40,Burmy,50.0,412,29,45,36,bug,,3.4,4,0
412,"['Anticipation', 'Overcoat']",69,424,45,Bagworm Pok̩mon,95,1000000,0.5,60,Wormadam,0.0,413,69,95,36,bug,grass,6.5,4,0
413,"['Swarm', 'Tinted Lens']",94,424,45,Moth Pok̩mon,50,1000000,0.9,70,Mothim,100.0,414,94,50,66,bug,flying,23.3,4,0
414,"['Honey Gather', 'Hustle']",30,244,120,Tiny Bee Pok̩mon,42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0
415,"['Pressure', 'Unnerve']",80,474,45,Beehive Pok̩mon,102,1059860,1.2,70,Vespiquen,0.0,416,80,102,40,bug,flying,38.5,4,0
416,"['Run Away', 'Pickup', 'Volt Absorb']",45,405,200,EleSquirrel Pok̩mon,70,1000000,0.4,60,Pachirisu,50.0,417,45,90,95,electric,,3.9,4,0
417,"['Swift Swim', 'Water Veil']",65,330,190,Sea Weasel Pok̩mon,35,1000000,0.7,55,Buizel,50.0,418,60,30,85,water,,29.5,4,0
418,"['Swift Swim', 'Water Veil']",105,495,75,Sea Weasel Pok̩mon,55,1000000,1.1,85,Floatzel,50.0,419,85,50,115,water,,33.5,4,0
419,['Chlorophyll'],35,275,190,Cherry Pok̩mon,45,1000000,0.4,45,Cherubi,50.0,420,62,53,35,grass,,3.3,4,0
420,['Flower Gift'],60,450,75,Blossom Pok̩mon,70,1000000,0.5,70,Cherrim,50.0,421,87,78,85,grass,,9.3,4,0
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",48,325,190,Sea Slug Pok̩mon,48,1000000,0.3,76,Shellos,50.0,422,57,62,34,water,,6.3,4,0
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",83,475,75,Sea Slug Pok̩mon,68,1000000,0.9,111,Gastrodon,50.0,423,92,82,39,water,ground,29.9,4,0
423,"['Technician', 'Pickup', 'Skill Link']",100,482,45,Long Tail Pok̩mon,66,800000,1.2,75,Ambipom,50.0,424,60,66,115,normal,,20.3,4,0
424,"['Aftermath', 'Unburden', 'Flare Boost']",50,348,125,Balloon Pok̩mon,34,1640000,0.4,90,Drifloon,50.0,425,60,44,70,ghost,flying,1.2,4,0
425,"['Aftermath', 'Unburden', 'Flare Boost']",80,498,60,Blimp Pok̩mon,44,1640000,1.2,150,Drifblim,50.0,426,90,54,80,ghost,flying,15.0,4,0
426,"['Run Away', 'Klutz', 'Limber']",66,350,190,Rabbit Pok̩mon,44,1000000,0.4,55,Buneary,50.0,427,44,56,85,normal,,5.5,4,0
427,"['Cute Charm', 'Klutz', 'Limber']",136,580,60,Rabbit Pok̩mon,94,1000000,1.2,65,Lopunny,50.0,428,54,96,135,normal,,33.3,4,0
428,['Levitate'],60,495,45,Magical Pok̩mon,60,800000,0.9,60,Mismagius,50.0,429,105,105,105,ghost,,4.4,4,0
429,"['Insomnia', 'Super Luck', 'Moxie']",125,505,30,Big Boss Pok̩mon,52,1059860,0.9,100,Honchkrow,50.0,430,105,52,71,dark,flying,27.3,4,0
430,"['Limber', 'Own Tempo', 'Keen Eye']",55,310,190,Catty Pok̩mon,42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,,3.9,4,0
431,"['Thick Fat', 'Own Tempo', 'Defiant']",82,452,75,Tiger Cat Pok̩mon,64,800000,1.0,71,Purugly,24.6,432,64,59,112,normal,,43.8,4,0
432,['Levitate'],30,285,120,Bell Pok̩mon,50,800000,0.2,45,Chingling,50.0,433,65,50,45,psychic,,0.6,4,0
433,"['Stench', 'Aftermath', 'Keen Eye']",63,329,225,Skunk Pok̩mon,47,1000000,0.4,63,Stunky,50.0,434,41,41,74,poison,dark,19.2,4,0
434,"['Stench', 'Aftermath', 'Keen Eye']",93,479,60,Skunk Pok̩mon,67,1000000,1.0,103,Skuntank,50.0,435,71,61,84,poison,dark,38.0,4,0
435,"['Levitate', 'Heatproof', 'Heavy Metal']",24,300,255,Bronze Pok̩mon,86,1000000,0.5,57,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0
436,"['Levitate', 'Heatproof', 'Heavy Metal']",89,500,90,Bronze Bell Pok̩mon,116,1000000,1.3,67,Bronzong,,437,79,116,33,steel,psychic,187.0,4,0
437,"['Sturdy', 'Rock Head', 'Rattled']",80,290,255,Bonsai Pok̩mon,95,1000000,0.5,50,Bonsly,50.0,438,10,45,10,rock,,15.0,4,0
438,"['Soundproof', 'Filter', 'Technician']",25,310,145,Mime Pok̩mon,45,1000000,0.6,20,Mime Jr.,50.0,439,70,90,60,psychic,fairy,13.0,4,0
439,"['Natural Cure', 'Serene Grace', 'Friend Guard']",5,220,130,Playhouse Pok̩mon,5,800000,0.6,100,Happiny,0.0,440,15,65,30,normal,,24.4,4,0
440,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",65,411,30,Music Note Pok̩mon,45,1059860,0.5,76,Chatot,50.0,441,92,42,91,normal,flying,1.9,4,0
441,"['Pressure', 'Infiltrator']",92,485,100,Forbidden Pok̩mon,108,1000000,1.0,50,Spiritomb,50.0,442,92,108,35,ghost,dark,108.0,4,0
442,"['Sand Veil', 'Rough Skin']",70,300,45,Land Shark Pok̩mon,45,1250000,0.7,58,Gible,50.0,443,40,45,42,dragon,ground,20.5,4,0
443,"['Sand Veil', 'Rough Skin']",90,410,45,Cave Pok̩mon,65,1250000,1.4,68,Gabite,50.0,444,50,55,82,dragon,ground,56.0,4,0
444,"['Sand Veil', 'Rough Skin']",170,700,45,Mach Pok̩mon,115,1250000,1.9,108,Garchomp,50.0,445,120,95,92,dragon,ground,95.0,4,0
445,"['Pickup', 'Thick Fat', 'Gluttony']",85,390,50,Big Eater Pok̩mon,40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,,105.0,4,0
446,"['Steadfast', 'Inner Focus', 'Prankster']",70,285,75,Emanation Pok̩mon,40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0
447,"['Steadfast', 'Inner Focus', 'Justified']",145,625,45,Aura Pok̩mon,88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54.0,4,0
448,"['Sand Stream', 'Sand Force']",72,330,140,Hippo Pok̩mon,78,1250000,0.8,68,Hippopotas,50.0,449,38,42,32,ground,,49.5,4,0
449,"['Sand Stream', 'Sand Force']",112,525,60,Heavyweight Pok̩mon,118,1250000,2.0,108,Hippowdon,50.0,450,68,72,47,ground,,300.0,4,0
450,"['Battle Armor', 'Sniper', 'Keen Eye']",50,330,120,Scorpion Pok̩mon,90,1250000,0.8,40,Skorupi,50.0,451,30,55,65,poison,bug,12.0,4,0
451,"['Battle Armor', 'Sniper', 'Keen Eye']",90,500,45,Ogre Scorp Pok̩mon,110,1250000,1.3,70,Drapion,50.0,452,60,75,95,poison,dark,61.5,4,0
452,"['Anticipation', 'Dry Skin', 'Poison Touch']",61,300,140,Toxic Mouth Pok̩mon,40,1000000,0.7,48,Croagunk,50.0,453,61,40,50,poison,fighting,23.0,4,0
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",106,490,75,Toxic Mouth Pok̩mon,65,1000000,1.3,83,Toxicroak,50.0,454,86,65,85,poison,fighting,44.4,4,0
454,['Levitate'],100,454,200,Bug Catcher Pok̩mon,72,1250000,1.4,74,Carnivine,50.0,455,90,72,46,grass,,27.0,4,0
455,"['Swift Swim', 'Storm Drain', 'Water Veil']",49,330,190,Wing Fish Pok̩mon,56,600000,0.4,49,Finneon,50.0,456,49,61,66,water,,7.0,4,0
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",69,460,75,Neon Pok̩mon,76,600000,1.2,69,Lumineon,50.0,457,69,86,91,water,,24.0,4,0
457,"['Swift Swim', 'Water Absorb', 'Water Veil']",20,345,25,Kite Pok̩mon,50,1250000,1.0,45,Mantyke,50.0,458,60,120,50,water,flying,65.0,4,0
458,"['Snow Warning', 'Soundproof']",62,334,120,Frosted Tree Pok̩mon,50,1250000,1.0,60,Snover,50.0,459,62,60,40,grass,ice,50.5,4,0
459,"['Snow Warning', 'Soundproof']",132,594,60,Frosted Tree Pok̩mon,105,1250000,2.2,90,Abomasnow,50.0,460,132,105,30,grass,ice,135.5,4,0
460,"['Pressure', 'Pickpocket']",120,510,45,Sharp Claw Pok̩mon,65,1059860,1.1,70,Weavile,50.0,461,45,85,125,dark,ice,34.0,4,0
461,"['Magnet Pull', 'Sturdy', 'Analytic']",70,535,30,Magnet Area Pok̩mon,115,1000000,1.2,70,Magnezone,,462,130,90,60,electric,steel,180.0,4,0
462,"['Own Tempo', 'Oblivious', 'Cloud Nine']",85,515,30,Licking Pok̩mon,95,1000000,1.7,110,Lickilicky,50.0,463,80,95,50,normal,,140.0,4,0
463,"['Lightningrod', 'Solid Rock', 'Reckless']",140,535,30,Drill Pok̩mon,130,1250000,2.4,115,Rhyperior,50.0,464,55,55,40,ground,rock,282.8,4,0
464,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,535,30,Vine Pok̩mon,125,1000000,2.0,100,Tangrowth,50.0,465,110,50,50,grass,,128.6,4,0
465,"['Motor Drive', 'Vital Spirit']",123,540,30,Thunderbolt Pok̩mon,67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,,138.6,4,0
466,"['Flame Body', 'Vital Spirit']",95,540,30,Blast Pok̩mon,67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,,68.0,4,0
467,"['Hustle', 'Serene Grace', 'Super Luck']",50,545,30,Jubilee Pok̩mon,95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38.0,4,0
468,"['Speed Boost', 'Tinted Lens', 'Frisk']",76,515,30,Ogre Darner Pok̩mon,86,1000000,1.9,86,Yanmega,50.0,469,116,56,95,bug,flying,51.5,4,0
469,"['Leaf Guard', 'Chlorophyll']",110,525,45,Verdant Pok̩mon,130,1000000,1.0,65,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0
470,"['Snow Cloak', 'Ice Body']",60,525,45,Fresh Snow Pok̩mon,110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0
471,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",95,510,30,Fang Scorp Pok̩mon,125,1059860,2.0,75,Gliscor,50.0,472,45,75,95,ground,flying,42.5,4,0
472,"['Oblivious', 'Snow Cloak', 'Thick Fat']",130,530,50,Twin Tusk Pok̩mon,80,1250000,2.5,110,Mamoswine,50.0,473,70,60,80,ice,ground,291.0,4,0
473,"['Adaptability', 'Download', 'Analytic']",80,535,30,Virtual Pok̩mon,70,1000000,0.9,85,Porygon-Z,,474,135,75,90,normal,,34.0,4,0
474,"['Steadfast', 'Justified']",165,618,45,Blade Pok̩mon,95,1250000,1.6,68,Gallade,100.0,475,65,115,110,psychic,fighting,52.0,4,0
475,"['Sturdy', 'Magnet Pull', 'Sand Force']",55,525,60,Compass Pok̩mon,145,1000000,1.4,60,Probopass,50.0,476,75,150,40,rock,steel,340.0,4,0
476,"['Pressure', 'Frisk']",100,525,45,Gripper Pok̩mon,135,800000,2.2,45,Dusknoir,50.0,477,65,135,45,ghost,,106.6,4,0
477,"['Snow Cloak', 'Cursed Body']",80,480,75,Snow Land Pok̩mon,70,1000000,1.3,70,Froslass,0.0,478,80,70,110,ice,ghost,26.6,4,0
478,['Levitate'],65,520,45,Plasma Pok̩mon,107,1000000,0.3,50,Rotom,,479,105,107,86,electric,ghost,0.3,4,0
479,['Levitate'],75,580,3,Knowledge Pok̩mon,130,1250000,0.3,75,Uxie,,480,75,130,95,psychic,,0.3,4,1
480,['Levitate'],105,580,3,Emotion Pok̩mon,105,1250000,0.3,80,Mesprit,,481,105,105,80,psychic,,0.3,4,1
481,['Levitate'],125,580,3,Willpower Pok̩mon,70,1250000,0.3,75,Azelf,,482,125,70,115,psychic,,0.3,4,1
482,"['Pressure', 'Telepathy']",120,680,3,Temporal Pok̩mon,120,1250000,5.4,100,Dialga,,483,150,100,90,steel,dragon,683.0,4,1
483,"['Pressure', 'Telepathy']",120,680,3,Spatial Pok̩mon,100,1250000,4.2,90,Palkia,,484,150,120,100,water,dragon,336.0,4,1
484,"['Flash Fire', 'Flame Body']",90,600,3,Lava Dome Pok̩mon,106,1250000,1.7,91,Heatran,50.0,485,130,106,77,fire,steel,430.0,4,1
485,['Slow Start'],160,670,3,Colossal Pok̩mon,110,1250000,3.7,110,Regigigas,,486,80,110,100,normal,,420.0,4,1
